metric,mean_across_seeds,std_across_seeds,min_across_seeds,max_across_seeds
mean_reward,4.466060135548006,0.06513785554594162,4.3944874044313,4.528071813038519
n_compliant,4.984999999999999,0.012909944487358126,4.97,5.0
fairness,0.9917517014071913,0.0023806584434462193,0.9889132072214352,0.9945666398195209
total_unserved_MWh,28.0060403525569,0.21114475220719756,27.83214634530637,28.306386593876816
