seed,mean_reward,std_reward,n_compliant,fairness,total_unserved_MWh
0,4.528071813038519,0.5496779529191488,5.0,0.9889132072214352,27.891315473543404
1,4.427741881534619,0.8192362949277839,4.97,0.9924781116917303,27.99431299750102
2,4.3944874044313,0.6060204355841858,4.99,0.9910488468960786,28.306386593876816
3,4.513939443187588,0.8061342416596434,4.98,0.9945666398195209,27.83214634530637
