policy,mean_reward,std_reward,mean_compliant_feeders,mean_total_unserved
ppo,4.4113508891275215,0.995234079790366,4.96,27.922386735644878
demand_proportional,2.8621730892172703,2.1363347006340883,4.47,27.753068489116117
equal_split,-13.479295369331224,1.4093761350152514,3.0,33.94172057571219
priority_based,-19.169394674654832,1.617949279959916,1.05,34.098208191093384
deficit_chasing,-30.175737024295668,1.5065942439053868,0.0,47.22485364636651
