metric,mean_across_seeds,std_across_seeds,min_across_seeds,max_across_seeds
mean_reward,4.400718577191583,0.10038104311576447,4.268613392633598,4.50628793723219
n_compliant,4.9675,0.02629955639676609,4.93,4.99
fairness,0.99402655831595,0.0008470158771258938,0.9931195221056863,0.9949513714841846
total_unserved_MWh,28.07271721305022,0.1385562963530979,27.93415849420544,28.253055260001883
